id,apple,samsung,amazon,others,model,screensize,storage,isnight,returnsaccepted,returnsdays,sellerfeedbackscore,bids,price,ram,resolution,selleritemssold,ispolice,sellerlifepercent,selleryearpercent,isused,isbroken,deliveryspeed,startingprice,issold,bidcount,ruletriggered,nobid,residual
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.7202763,.93847078,,,132,0,100,100,1,0,0,.39181155,1,5,0,4,-.4985711
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.6264292,.93847078,,,132,0,100,100,1,0,0,.39181155,1,5,0,5,-.59241819
115631124040,0,0,1,0,kindle fire,8,16,0,0,-1,1054,.48487681,.48487681,,,491,0,100,100,1,0,0,.41854933,1,2,0,1,-1.2767329
115631124040,0,0,1,0,kindle fire,8,16,0,0,-1,1054,.46600777,.48487681,,,491,0,100,100,1,0,0,.41854933,1,2,0,2,-1.2956018
115634694342,0,0,1,0,kindle fire 7,7,32,0,0,-1,476,1.7679707,1.7679707,-1,-1,492,0,100,100,1,0,2,.45228484,1,5,1,1,.20321131
115634694342,0,0,1,0,kindle fire 7,7,32,0,0,-1,476,1.7107917,1.7679707,-1,-1,492,0,100,100,1,0,2,.45228484,1,5,1,2,.14603233
115634694342,0,0,1,0,kindle fire 7,7,32,0,0,-1,476,1.3677186,1.7679707,-1,-1,492,0,100,100,1,0,2,.45228484,1,5,1,3,-.1970408
115634694342,0,0,1,0,kindle fire 7,7,32,0,0,-1,476,1.3105397,1.7679707,-1,-1,492,0,100,100,1,0,2,.45228484,1,5,1,4,-.25421965
115634694342,0,0,1,0,kindle fire 7,7,32,0,0,-1,476,.45285663,1.7679707,-1,-1,492,0,100,100,1,0,2,.45228484,1,5,1,5,-1.1119027
115634919988,0,0,1,0,kindle fire hd 7,8,16,0,0,-1,290,1.9069153,1.9069153,-1,-1,520,0,100,100,1,0,0,1.4489125,1,5,1,1,.25761867
115634919988,0,0,1,0,kindle fire hd 7,8,16,0,0,-1,290,1.8497365,1.9069153,-1,-1,520,0,100,100,1,0,0,1.4489125,1,5,1,2,.20043981
115634919988,0,0,1,0,kindle fire hd 7,8,16,0,0,-1,290,1.8497365,1.9069153,-1,-1,520,0,100,100,1,0,0,1.4489125,1,5,1,3,.20043981
115634919988,0,0,1,0,kindle fire hd 7,8,16,0,0,-1,290,1.7353786,1.9069153,-1,-1,520,0,100,100,1,0,0,1.4489125,1,5,1,4,.086081982
115634919988,0,0,1,0,kindle fire hd 7,8,16,0,0,-1,290,1.4494843,1.9069153,-1,-1,520,0,100,100,1,0,0,1.4489125,1,5,1,5,-.19981229
115635142715,0,0,1,0,kindle fire d01400,8,8,1,0,-1,655,.71073335,.71073335,1.5,1280x800,185,0,96.599998,93,1,0,2,.56721437,1,4,1,1,-1.3938489
115635142715,0,0,1,0,kindle fire d01400,8,8,1,0,-1,655,.68214393,.71073335,1.5,1280x800,185,0,96.599998,93,1,0,2,.56721437,1,4,1,2,-1.4224384
115635142715,0,0,1,0,kindle fire d01400,8,8,1,0,-1,655,.62496501,.71073335,1.5,1280x800,185,0,96.599998,93,1,0,2,.56721437,1,4,1,3,-1.4796174
115635142715,0,0,1,0,kindle fire d01400,8,8,1,0,-1,655,.57178867,.71073335,1.5,1280x800,185,0,96.599998,93,1,0,2,.56721437,1,4,1,4,-1.5327936
115636861960,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1077,.7004056,.7004056,2,1920x1200,598,0,100,100,1,0,0,.1141169,1,5,1,1,-.53787053
115636861960,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1077,.67946672,.7004056,2,1920x1200,598,0,100,100,1,0,0,.1141169,1,5,1,2,-.5588094
