id,apple,samsung,amazon,others,model,screenSize,storage,isNight,returnsAccepted,returnsDays,sellerFeedbackScore,bids,price,ram,resolution,sellerItemsSold,isPolice,sellerLifePercent,sellerYearPercent,isUsed,isBroken,deliverySpeed,startingPrice,isSold,endTime,bidCount
144921566959,0,0,1,0,kindle fire hdx 3,7.0,16,1,0,-1,934.0,[6.75],6.75,,,430,0,100.0,100.0,1,0,0.0,6.75,1,2023-02-05 18:30:01+00:00,1
115703315459,0,0,1,0,kindle fire hdx 3,7.0,10,1,0,-1,808.0,[3.49],3.49,,,455,0,100.0,100.0,1,1,2.0,3.49,1,2023-02-18 19:00:01+00:00,1
314383543238,0,0,1,0,kindle fire,7.0,8,0,0,-1,356.0,"[2.12, 2.09]",2.12,,,303,0,98.0,98.0,1,1,0.0,1.5,1,2023-02-16 12:35:26+00:00,2
404135678003,0,0,1,0,kindle fire hdx 3,7.0,16,1,1,30,36048.538288713695,"[9.99, 9.49, 8.49]",9.99,,,88000,0,99.8,100.0,1,0,0.0,8.48,1,2023-02-12 21:30:01+00:00,3
185754119339,0,0,1,0,kindle fire hdx,7.0,16,0,0,-1,2.0,"[5.13, 4.93]",5.13,,,8,0,100.0,100.0,1,0,2.0,4.92,1,2023-02-04 16:47:04+00:00,2
115711028702,0,0,1,0,kindle fire hd 11,10.0,32,1,0,-1,205.0,"[73.93, 71.93, 65.0, 63.93, 58.93]",73.93,,,75,0,100.0,100.0,1,0,2.0,53.93,1,2023-02-26 17:49:37+00:00,5
144838758216,0,0,1,0,kindle fire 10,8.0,32,0,0,-1,310.0,"[54.35, 53.35, 35.35, 33.35, 31.65, 28.35, 24.35]",54.35,,,63,0,100.0,100.0,1,0,0.0,23.35,1,2022-12-10 16:48:16+00:00,7
314361633697,0,0,1,0,kindle fire hd,8.0,32,0,0,-1,29.0,"[18.62, 18.12]",18.62,,,19,0,100.0,100.0,1,0,2.0,18.12,1,2023-02-07 11:53:57+00:00,2
165957022801,0,0,1,0,kindle fire hd 10,8.0,32,0,0,-1,977.0,"[51.0, 50.0]",51.0,,,602,0,100.0,100.0,1,0,0.0,49.45,1,2023-02-28 11:00:47+00:00,2
144960423414,0,0,1,0,kindle fire hd 11,10.1,32,1,0,-1,116.0,"[130.0, 128.0, 112.0]",130.0,,,27,0,100.0,100.0,1,0,2.0,80.0,1,2023-03-01 21:00:01+00:00,3
